Iteration,Input 0,Input 1,Input 2,Input 3,Input 4,Input 5,Input 6,Input 7,Input 8,Input 9,Input 10,Input 11,Input 12,Input 13,Input 14,Input 15,Input 16,Input 17,Input 18,Input 19,Input 20,Weight 0,Weight 1,Weight 2,Weight 3,Weight 4,Weight 5,Weight 6,Weight 7,Weight 8,Weight 9,Weight 10,Weight 11,Weight 12,Weight 13,Weight 14,Weight 15,Weight 16,Weight 17,Weight 18,Weight 19,Weight 20,Output Signal
295,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.555827,-0.636153,-0.0255824,0.236285,-0.16141,0.378287,0.17814,0.176913,-0.0255915,0.225591,1.02132,-1.60128,1.96035,-0.314676,-0.193029,0.625601,-0.102264,-0.750726,0.483825,-0.49834,0.29198,-0.678015
296,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0.635733,-0.556248,0.0543231,0.316191,-0.0815049,0.378287,0.17814,0.176913,-0.0255915,0.225591,1.02132,-1.52138,2.04025,-0.234771,-0.113124,0.625601,-0.102264,-0.750726,0.483825,-0.418434,0.29198,0.941912
297,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0.543261,-0.64872,-0.0381489,0.223719,-0.173977,0.285815,0.0856677,0.0844412,-0.118064,0.225591,1.02132,-1.61385,1.94778,-0.327243,-0.113124,0.625601,-0.102264,-0.750726,0.483825,-0.510906,0.29198,-0.199464
298,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0.600378,-0.591603,-0.0381489,0.223719,-0.173977,0.285815,0.0856677,0.0844412,-0.118064,0.225591,1.02132,-1.55673,2.0049,-0.270126,-0.0560063,0.682719,-0.0451471,-0.750726,0.483825,-0.453789,0.29198,-0.0814037
299,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.556635,-0.635345,-0.0818915,0.179976,-0.173977,0.285815,0.0856677,0.0844412,-0.118064,0.225591,1.02132,-1.60047,1.96115,-0.313868,-0.0560063,0.682719,-0.0451471,-0.750726,0.483825,-0.497532,0.29198,-0.116681
300,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.556635,-0.635345,-0.0818915,0.179976,-0.173977,0.285815,0.0856677,0.0844412,-0.118064,0.225591,1.02132,-1.60047,1.96115,-0.313868,-0.0560063,0.682719,-0.0451471,-0.750726,0.483825,-0.497532,0.29198,-0.296657
301,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.523143,-0.668838,-0.115384,0.179976,-0.173977,0.285815,0.0856677,0.0844412,-0.118064,0.225591,1.02132,-1.63397,1.92766,-0.347361,-0.0894988,0.649226,-0.0786397,-0.784218,0.450332,-0.531024,0.29198,0.0856546
302,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.471445,-0.668838,-0.115384,0.179976,-0.173977,0.285815,0.0856677,0.0844412,-0.118064,0.225591,1.02132,-1.68566,1.87596,-0.399059,-0.141197,0.597528,-0.130337,-0.835916,0.398634,-0.582722,0.29198,-1.4342
303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.471445,-0.668838,-0.115384,0.179976,-0.173977,0.285815,0.0856677,0.0844412,-0.118064,0.225591,1.02132,-1.68566,1.87596,-0.399059,-0.141197,0.597528,-0.130337,-0.835916,0.398634,-0.582722,0.29198,-0.111277
304,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0.524363,-0.668838,-0.115384,0.179976,-0.173977,0.285815,0.0856677,0.0844412,-0.118064,0.225591,1.02132,-1.68566,1.87596,-0.399059,-0.141197,0.597528,-0.130337,-0.835916,0.398634,-0.529804,0.29198,-0.250276
305,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.488662,-0.704539,-0.151085,0.144275,-0.209678,0.250114,0.0856677,0.0844412,-0.118064,0.225591,1.02132,-1.72136,1.84026,-0.43476,-0.176898,0.561827,-0.130337,-0.835916,0.398634,-0.565505,0.29198,-1.49642
306,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0.512301,-0.6809,-0.127446,0.167914,-0.186039,0.250114,0.0856677,0.0844412,-0.118064,0.225591,1.02132,-1.69773,1.8639,-0.411121,-0.153259,0.585466,-0.106698,-0.812277,0.422274,-0.541866,0.29198,-0.57323
307,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0.587217,-0.605984,-0.0525303,0.24283,-0.111123,0.32503,0.160583,0.159357,-0.0431478,0.300506,1.02132,-1.62281,1.93882,-0.336205,-0.153259,0.585466,-0.106698,-0.812277,0.422274,-0.46695,0.29198,0.500593
308,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0.51576,-0.677441,-0.123987,0.171373,-0.18258,0.253573,0.0891267,0.0879001,-0.114605,0.300506,1.02132,-1.69427,1.86736,-0.407662,-0.224715,0.51401,-0.178155,-0.812277,0.422274,-0.538407,0.29198,-0.0456869
309,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0.565554,-0.627646,-0.0741925,0.221168,-0.132785,0.303368,0.138921,0.137695,-0.06481,0.350301,1.02132,-1.64447,1.91715,-0.407662,-0.224715,0.51401,-0.178155,-0.812277,0.422274,-0.488613,0.29198,-0.0307339
310,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0.614637,-0.578564,-0.0251099,0.27025,-0.0837028,0.35245,0.188004,0.186777,-0.0157274,0.399384,1.02132,-1.59539,1.96624,-0.358579,-0.175633,0.51401,-0.178155,-0.812277,0.422274,-0.43953,0.29198,0.229082
311,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.556109,-0.637091,-0.0836376,0.211722,-0.14223,0.293922,0.129476,0.12825,-0.0742551,0.340856,1.02132,-1.65392,1.90771,-0.417107,-0.234161,0.455482,-0.236683,-0.870805,0.422274,-0.498058,0.29198,0.212255
312,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0.498383,-0.694818,-0.141364,0.153996,-0.199957,0.236196,0.0717497,0.0705232,-0.0742551,0.340856,1.02132,-1.71164,1.84998,-0.417107,-0.234161,0.455482,-0.236683,-0.870805,0.422274,-0.555784,0.29198,-0.910366
313,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.589353,-0.603848,-0.0503943,0.244966,-0.108987,0.327166,0.162719,0.0705232,-0.0742551,0.340856,1.02132,-1.62067,1.94095,-0.326137,-0.234161,0.455482,-0.236683,-0.870805,0.422274,-0.464814,0.29198,-0.0364665
314,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.638708,-0.554492,-0.00103874,0.294321,-0.0596316,0.376521,0.212075,0.119879,-0.0248996,0.390211,1.02132,-1.57132,1.99031,-0.276781,-0.184805,0.504837,-0.187327,-0.821449,0.471629,-0.415459,0.29198,-0.644127
315,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.641766,-0.551435,0.00201907,0.297379,-0.0565738,0.376521,0.212075,0.119879,-0.0248996,0.390211,1.02132,-1.56826,1.99337,-0.306038,-0.214062,0.475581,-0.216584,-0.850706,0.471629,-0.412401,0.29198,0.509351
316,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.66513,-0.52807,0.0253833,0.320743,-0.0332096,0.399886,0.235439,0.119879,-0.0248996,0.390211,1.02132,-1.56826,1.99337,-0.306038,-0.214062,0.475581,-0.216584,-0.850706,0.471629,-0.389037,0.29198,0.481192
317,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0.594597,-0.598603,-0.0451496,0.25021,-0.103743,0.329353,0.164906,0.119879,-0.0248996,0.390211,1.02132,-1.63879,1.92283,-0.376571,-0.284594,0.405048,-0.287117,-0.921239,0.401096,-0.45957,0.29198,-0.953452
318,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0.592381,-0.60082,-0.0473662,0.247994,-0.105959,0.327136,0.16269,0.117662,-0.0271161,0.390211,1.02132,-1.64101,1.92062,-0.378788,-0.286811,0.402831,-0.289333,-0.923455,0.401096,-0.461786,0.29198,0.611866
319,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0.515625,-0.677575,-0.124122,0.171238,-0.182715,0.250381,0.0859342,0.0409066,-0.103872,0.313456,1.02132,-1.71777,1.84386,-0.455543,-0.363567,0.326076,-0.289333,-0.923455,0.401096,-0.538542,0.29198,-0.982823
320,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0.610045,-0.583155,-0.0297016,0.265658,-0.182715,0.250381,0.0859342,0.0409066,-0.103872,0.313456,1.02132,-1.62335,1.93828,-0.361123,-0.363567,0.326076,-0.289333,-0.923455,0.401096,-0.444122,0.29198,0.176629
321,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0.554015,-0.639185,-0.0857316,0.209628,-0.238745,0.194351,0.0299042,-0.0151234,-0.159902,0.257426,1.02132,-1.67938,1.88225,-0.417153,-0.363567,0.326076,-0.289333,-0.923455,0.401096,-0.500152,0.29198,-0.971357
322,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0.647889,-0.545311,0.00814255,0.303503,-0.14487,0.288225,0.123778,0.0787508,-0.0660275,0.3513,1.02132,-1.5855,1.97613,-0.323279,-0.269692,0.326076,-0.289333,-0.923455,0.401096,-0.406278,0.29198,-0.302529
323,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0.614677,-0.578524,-0.0250704,0.27029,-0.178083,0.288225,0.123778,0.0787508,-0.0660275,0.3513,1.02132,-1.61871,1.94291,-0.356492,-0.302905,0.292863,-0.322546,-0.923455,0.401096,-0.439491,0.29198,0.764023
324,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.498026,-0.695174,-0.141721,0.15364,-0.294734,0.171575,0.0071282,-0.0378994,-0.182678,0.23465,1.02132,-1.6668,1.89483,-0.356492,-0.302905,0.292863,-0.322546,-0.923455,0.401096,-0.556141,0.29198,-1.72478
325,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.53254,-0.660661,-0.107207,0.188153,-0.294734,0.171575,0.0071282,-0.0378994,-0.182678,0.23465,1.02132,-1.63229,1.92934,-0.321978,-0.268392,0.327376,-0.288033,-0.888942,0.43561,-0.521627,0.29198,-1.57084
326,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0.559723,-0.633478,-0.080024,0.215336,-0.267551,0.171575,0.0071282,-0.0378994,-0.182678,0.23465,1.02132,-1.6051,1.95652,-0.294795,-0.241209,0.354559,-0.26085,-0.861759,0.462793,-0.494444,0.29198,-0.337689
327,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.528184,-0.665016,-0.111563,0.183797,-0.299089,0.140036,-0.0244104,-0.069438,-0.214216,0.203111,1.02132,-1.63664,1.92498,-0.326334,-0.272747,0.323021,-0.26085,-0.861759,0.462793,-0.525983,0.29198,-1.85996
328,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.528184,-0.665016,-0.111563,0.183797,-0.299089,0.140036,-0.0244104,-0.069438,-0.214216,0.203111,1.02132,-1.63664,1.92498,-0.326334,-0.272747,0.323021,-0.26085,-0.861759,0.462793,-0.525983,0.29198,-1.21014
329,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.538191,-0.65501,-0.101556,0.193804,-0.289082,0.150043,-0.0144036,-0.0594312,-0.204209,0.213118,1.02132,-1.62664,1.93499,-0.316327,-0.262741,0.333028,-0.250843,-0.851752,0.472799,-0.515976,0.301987,-0.903508
330,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0.628834,-0.564366,-0.101556,0.193804,-0.289082,0.150043,-0.0144036,-0.0594312,-0.204209,0.213118,1.02132,-1.53599,2.02563,-0.225684,-0.172097,0.333028,-0.250843,-0.851752,0.472799,-0.425333,0.301987,-0.380723
331,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.599345,-0.593856,-0.131045,0.164315,-0.318572,0.120553,-0.043893,-0.0889206,-0.233699,0.183629,1.02132,-1.56548,1.99614,-0.255173,-0.201587,0.333028,-0.250843,-0.851752,0.472799,-0.454822,0.301987,-0.796965
332,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.589677,-0.603524,-0.140714,0.154647,-0.32824,0.110885,-0.0535613,-0.0985889,-0.243367,0.17396,1.02132,-1.56548,1.99614,-0.255173,-0.201587,0.333028,-0.250843,-0.851752,0.472799,-0.46449,0.301987,-1.22618
333,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.600447,-0.592753,-0.129943,0.165417,-0.317469,0.121656,-0.0427907,-0.0878183,-0.232597,0.184731,1.02132,-1.55471,2.00691,-0.244403,-0.190816,0.343798,-0.240072,-0.840981,0.48357,-0.45372,0.301987,-0.736975
334,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.68316,-0.51004,-0.0472298,0.24813,-0.234756,0.204369,0.0399224,-0.00510522,-0.232597,0.184731,1.02132,-1.55471,2.00691,-0.244403,-0.190816,0.343798,-0.240072,-0.840981,0.48357,-0.371007,0.301987,-0.214759
335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.645768,-0.547433,-0.0846223,0.210738,-0.272149,0.204369,0.0399224,-0.00510522,-0.232597,0.184731,1.02132,-1.5921,1.96952,-0.281795,-0.228209,0.343798,-0.240072,-0.840981,0.48357,-0.408399,0.301987,0.237369
336,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.744669,-0.547433,-0.0846223,0.210738,-0.272149,0.204369,0.0399224,-0.00510522,-0.232597,0.184731,1.02132,-1.5921,1.96952,-0.281795,-0.228209,0.343798,-0.240072,-0.840981,0.48357,-0.309498,0.301987,-0.390881
337,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0.810901,-0.4812,-0.0183898,0.27697,-0.205916,0.204369,0.0399224,-0.00510522,-0.232597,0.184731,1.02132,-1.52587,2.03575,-0.215563,-0.161976,0.343798,-0.240072,-0.840981,0.48357,-0.243266,0.301987,-0.274492
338,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0.841423,-0.450678,0.012132,0.307492,-0.175395,0.234891,0.0704443,0.0254166,-0.202075,0.215253,1.02132,-1.432,2.12963,-0.121687,-0.068101,0.437673,-0.146197,-0.747106,0.48357,-0.212744,0.301987,0.718375
339,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.799348,-0.492753,-0.0299428,0.265417,-0.217469,0.192816,0.0283695,-0.0166582,-0.24415,0.173178,1.02132,-1.39473,2.1669,-0.0844212,-0.0308349,0.536904,-0.0469665,-0.647876,0.48357,-0.254819,0.301987,0.919506
340,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0.707943,-0.584158,-0.121348,0.174012,-0.308874,0.101411,0.0283695,-0.0166582,-0.24415,0.173178,1.02132,-1.48614,2.07549,-0.175826,-0.12224,0.536904,-0.0469665,-0.647876,0.48357,-0.346224,0.301987,1.18991
341,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0.603662,-0.584158,-0.121348,0.174012,-0.308874,0.101411,0.0283695,-0.0166582,-0.24415,0.173178,1.02132,-1.59042,1.97121,-0.280108,-0.226521,0.432622,-0.0469665,-0.647876,0.48357,-0.450505,0.301987,-0.338276
342,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.667389,-0.520431,-0.0576204,0.23774,-0.245147,0.165138,0.0920969,0.0470693,-0.180422,0.236906,1.02132,-1.52669,2.03494,-0.21638,-0.162794,0.49635,-0.0469665,-0.647876,0.48357,-0.386778,0.301987,0.174331
343,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.660687,-0.527133,-0.0576204,0.23774,-0.245147,0.165138,0.0920969,0.0470693,-0.180422,0.236906,1.02132,-1.53339,2.02823,-0.162682,-0.109095,0.550049,0.0067323,-0.594177,0.537269,-0.39348,0.301987,0.155346
344,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.60567,-0.58215,-0.112637,0.182723,-0.300163,0.110122,0.0370804,0.0470693,-0.180422,0.236906,1.02132,-1.58841,1.97322,-0.217698,-0.164112,0.550049,0.0067323,-0.594177,0.537269,-0.448497,0.301987,-0.507852
345,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.677473,-0.510347,-0.0408344,0.254526,-0.228361,0.181924,0.108883,0.0470693,-0.180422,0.236906,1.02132,-1.58841,1.97322,-0.217698,-0.164112,0.550049,0.0067323,-0.594177,0.537269,-0.376694,0.301987,0.303778
346,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0.559345,-0.510347,-0.0408344,0.254526,-0.228361,0.181924,0.108883,0.0470693,-0.180422,0.236906,1.02132,-1.64459,1.91703,-0.273883,-0.220297,0.550049,0.0067323,-0.594177,0.537269,-0.494822,0.301987,0.102906
347,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.602064,-0.467629,0.00188433,0.297244,-0.228361,0.181924,0.108883,0.0470693,-0.180422,0.236906,1.02132,-1.60188,1.95975,-0.231165,-0.177578,0.592767,0.049451,-0.594177,0.537269,-0.452103,0.301987,0.681904
348,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.521973,-0.547719,-0.0782063,0.217154,-0.308452,0.101833,0.0287922,-0.0330214,-0.260513,0.156815,1.02132,-1.68197,1.87966,-0.311255,-0.257669,0.512677,-0.0306396,-0.674267,0.457178,-0.532194,0.301987,-0.427916
349,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.589969,-0.479723,-0.0102103,0.28515,-0.240456,0.169829,0.0287922,-0.0330214,-0.260513,0.156815,1.02132,-1.61397,1.94766,-0.311255,-0.257669,0.512677,-0.0306396,-0.674267,0.457178,-0.464198,0.301987,-0.41438
350,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0.562083,-0.50761,-0.038097,0.257263,-0.268342,0.141943,0.000905582,-0.060908,-0.288399,0.156815,1.02132,-1.61397,1.94766,-0.311255,-0.257669,0.512677,-0.0306396,-0.674267,0.457178,-0.492084,0.301987,-0.258993
351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.622035,-0.447658,0.021855,0.317215,-0.20839,0.201895,0.0608576,-0.000955987,-0.228447,0.216767,1.02132,-1.55402,2.00761,-0.251303,-0.197717,0.572629,-0.0306396,-0.674267,0.457178,-0.432132,0.301987,0.189902
352,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.660611,-0.447658,0.021855,0.317215,-0.20839,0.201895,0.0608576,-0.000955987,-0.228447,0.216767,1.02132,-1.55402,2.00761,-0.251303,-0.197717,0.572629,-0.0306396,-0.674267,0.457178,-0.393556,0.301987,0.170722
353,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.604862,-0.503407,-0.0338936,0.317215,-0.20839,0.201895,0.0608576,-0.000955987,-0.228447,0.216767,1.02132,-1.60977,1.95186,-0.307052,-0.253466,0.51688,-0.0863883,-0.730016,0.40143,-0.449305,0.301987,-0.239569
354,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.663889,-0.44438,0.0251334,0.376242,-0.149363,0.260922,0.119885,0.0580711,-0.16942,0.216767,1.02132,-1.60977,1.95186,-0.307052,-0.253466,0.51688,-0.0863883,-0.730016,0.40143,-0.390278,0.301987,-0.436704
355,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0.637066,-0.471203,-0.00169017,0.349419,-0.176187,0.260922,0.119885,0.0580711,-0.16942,0.216767,1.02132,-1.63659,1.92504,-0.333876,-0.280289,0.490057,-0.113212,-0.75684,0.40143,-0.417101,0.301987,0.457653
356,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.630998,-0.477271,-0.00775816,0.343351,-0.182255,0.254854,0.113817,0.0520031,-0.175488,0.210699,1.02132,-1.57568,1.98595,-0.272966,-0.21938,0.550966,-0.0523024,-0.75684,0.40143,-0.423169,0.301987,0.339779
357,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.662437,-0.445832,0.0236809,0.37479,-0.150816,0.286293,0.145256,0.0834422,-0.144049,0.242138,1.02132,-1.57568,1.98595,-0.272966,-0.21938,0.550966,-0.0523024,-0.75684,0.40143,-0.39173,0.301987,0.482794
358,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.555347,-0.552922,-0.0834089,0.2677,-0.257906,0.286293,0.145256,0.0834422,-0.144049,0.242138,1.02132,-1.6317,1.92993,-0.272966,-0.21938,0.550966,-0.0523024,-0.75684,0.40143,-0.49882,0.301987,0.0430701
359,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0.505677,-0.602592,-0.133079,0.21803,-0.307576,0.236623,0.0955858,0.0337722,-0.193719,0.192468,1.02132,-1.6317,1.92993,-0.272966,-0.21938,0.550966,-0.0523024,-0.75684,0.40143,-0.54849,0.301987,-0.511179
360,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.577638,-0.530631,-0.061118,0.289991,-0.235615,0.236623,0.0955858,0.0337722,-0.193719,0.192468,1.02132,-1.55974,2.00189,-0.201005,-0.147419,0.622927,-0.0523024,-0.75684,0.40143,-0.476529,0.301987,-0.0484878
361,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.627566,-0.480703,-0.01119,0.289991,-0.235615,0.236623,0.0955858,0.0337722,-0.193719,0.192468,1.02132,-1.50981,2.05182,-0.201005,-0.147419,0.622927,-0.0523024,-0.75684,0.40143,-0.426601,0.301987,0.609764
362,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0.55091,-0.480703,-0.01119,0.289991,-0.235615,0.236623,0.0955858,0.0337722,-0.193719,0.192468,1.02132,-1.58646,1.97516,-0.277661,-0.224074,0.546272,-0.128958,-0.833495,0.324774,-0.503257,0.301987,-0.74682
363,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.610192,-0.421421,0.0480919,0.349273,-0.176333,0.295905,0.154868,0.0930542,-0.134437,0.192468,1.02132,-1.52718,2.03444,-0.162612,-0.109026,0.66132,-0.0139094,-0.718447,0.324774,-0.443975,0.301987,-0.207112
364,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0.572436,-0.459178,0.0103353,0.349273,-0.176333,0.295905,0.154868,0.0930542,-0.134437,0.192468,1.02132,-1.52718,2.03444,-0.162612,-0.109026,0.66132,-0.0139094,-0.718447,0.324774,-0.481731,0.301987,1.25557
365,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0.560266,-0.471348,-0.00183481,0.337103,-0.188503,0.283735,0.142698,0.080884,-0.134437,0.192468,1.02132,-1.53935,2.02227,-0.174782,-0.121196,0.64915,-0.0139094,-0.718447,0.324774,-0.493901,0.301987,0.615268
366,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.578586,-0.453027,0.0164858,0.355423,-0.170182,0.302055,0.161018,0.0992046,-0.116117,0.210789,1.02132,-1.52103,2.04059,-0.156462,-0.121196,0.64915,-0.0139094,-0.718447,0.324774,-0.475581,0.301987,0.637233
367,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.463995,-0.567618,-0.098105,0.240832,-0.284773,0.187465,0.161018,0.0992046,-0.116117,0.210789,1.02132,-1.58068,1.98094,-0.216112,-0.180846,0.5895,-0.0735592,-0.778096,0.265124,-0.590172,0.301987,-0.122871
368,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0.517465,-0.567618,-0.098105,0.240832,-0.284773,0.187465,0.161018,0.0992046,-0.116117,0.210789,1.02132,-1.52721,2.03441,-0.162642,-0.127376,0.5895,-0.0735592,-0.778096,0.265124,-0.536702,0.301987,-0.061058
369,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.472754,-0.61233,-0.142817,0.196121,-0.329485,0.142753,0.116307,0.0544931,-0.116117,0.210789,1.02132,-1.57192,1.9897,-0.207353,-0.172087,0.544788,-0.118271,-0.822808,0.220413,-0.581413,0.301987,-0.579389
370,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.452725,-0.632359,-0.162846,0.176092,-0.349514,0.142753,0.116307,0.0544931,-0.116117,0.210789,1.02132,-1.59195,1.96967,-0.207353,-0.172087,0.544788,-0.118271,-0.822808,0.220413,-0.601442,0.301987,-0.579389
371,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.452725,-0.632359,-0.162846,0.176092,-0.349514,0.142753,0.116307,0.0544931,-0.116117,0.210789,1.02132,-1.59195,1.96967,-0.207353,-0.172087,0.544788,-0.118271,-0.822808,0.220413,-0.601442,0.301987,-0.76783
372,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0.536907,-0.548176,-0.0786633,0.260274,-0.349514,0.142753,0.116307,0.0544931,-0.116117,0.210789,1.02132,-1.59195,1.96967,-0.207353,-0.172087,0.544788,-0.118271,-0.822808,0.220413,-0.51726,0.301987,-0.0106086
373,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.489793,-0.59529,-0.125777,0.21316,-0.396628,0.0956392,0.116307,0.0544931,-0.116117,0.210789,1.02132,-1.63907,1.92256,-0.254467,-0.219201,0.497675,-0.118271,-0.822808,0.220413,-0.564374,0.301987,-1.20881
374,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.499737,-0.585347,-0.115834,0.21316,-0.396628,0.0956392,0.116307,0.0544931,-0.116117,0.210789,1.02132,-1.62912,1.9325,-0.244523,-0.209258,0.507618,-0.108327,-0.812864,0.230356,-0.55443,0.301987,-1.27296
375,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.512735,-0.572349,-0.102836,0.226158,-0.383629,0.0956392,0.116307,0.0544931,-0.116117,0.210789,1.02132,-1.61612,1.9455,-0.231525,-0.19626,0.520616,-0.0953292,-0.799866,0.243354,-0.541432,0.301987,-1.27296
376,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.512735,-0.572349,-0.102836,0.226158,-0.383629,0.0956392,0.116307,0.0544931,-0.116117,0.210789,1.02132,-1.61612,1.9455,-0.231525,-0.19626,0.520616,-0.0953292,-0.799866,0.243354,-0.541432,0.301987,-2.32001
